id,delay,average_profit_per_order
1,-2,23.42352811273813
2,0,22.53202148402705
3,1,21.940581587680732
4,4,21.56120150330889
5,-1,21.51699729013785
6,2,21.24623859510574
7,3,19.941130174914466
